"1,8","2,4","3,7","4,8","5,2","6,8","7,8","8,4","9,2","10,5","11,10","12,6","13,10","14,10","15,3","16,1","17,4","18,9","19,8","20,8","21,10","22,10","23,10","24,9","25,7","26,1","27,10","28,6","29,3","30,6","31,10","32,4","33,3","34,10","35,6","36,9"
"1,10","2,10","3,2","4,3","5,10","6,6","7,8","8,8","9,3","10,7","11,1","12,5","13,4","14,4","15,10","16,4","17,1","18,8","19,3","20,10","21,8","22,2","23,1","24,5","25,1","26,10","27,8","28,5","29,6","30,3","31,10","32,9","33,6","34,7","35,7","36,5"
"1,8","2,6","3,8","4,2","5,10","6,8","7,6","8,5","9,8","10,8","11,1","12,8","13,9","14,9","15,9","16,10","17,5","18,3","19,5","20,7","21,9","22,2","23,10","24,9","25,10","26,4","27,7","28,10","29,8","30,4","31,4","32,2","33,3","34,7","35,10","36,7"
"1,9","2,1","3,2","4,6","5,4","6,6","7,3","8,2","9,7","10,1","11,9","12,8","13,1","14,5","15,4","16,7","17,8","18,4","19,10","20,3","21,8","22,8","23,3","24,5","25,7","26,5","27,2","28,3","29,1","30,8","31,7","32,2","33,8","34,6","35,1","36,5"
"1,9","2,2","3,1","4,7","5,6","6,4","7,2","8,6","9,2","10,6","11,7","12,6","13,4","14,10","15,8","16,3","17,10","18,4","19,5","20,9","21,5","22,8","23,10","24,6","25,7","26,1","27,2","28,10","29,4","30,4","31,5","32,10","33,5","34,5","35,1","36,10"
"1,5","2,1","3,9","4,7","5,1","6,1","7,2","8,5","9,9","10,2","11,2","12,7","13,9","14,5","15,7","16,1","17,2","18,10","19,10","20,5","21,2","22,1","23,5","24,5","25,7","26,2","27,5","28,6","29,3","30,4","31,2","32,3","33,5","34,6","35,3","36,3"
"1,7","2,5","3,4","4,4","5,2","6,4","7,4","8,8","9,7","10,1","11,7","12,10","13,7","14,5","15,3","16,6","17,4","18,10","19,6","20,3","21,8","22,8","23,10","24,4","25,1","26,6","27,1","28,7","29,5","30,8","31,5","32,7","33,7","34,10","35,5","36,6"
"1,6","2,9","3,9","4,7","5,2","6,9","7,10","8,5","9,10","10,7","11,8","12,1","13,9","14,5","15,5","16,9","17,3","18,9","19,10","20,4","21,3","22,3","23,3","24,5","25,8","26,4","27,7","28,2","29,6","30,4","31,7","32,7","33,1","34,8","35,1","36,8"
"1,2","2,9","3,8","4,5","5,7","6,3","7,4","8,7","9,9","10,8","11,1","12,5","13,1","14,3","15,6","16,1","17,2","18,7","19,9","20,8","21,4","22,6","23,9","24,1","25,10","26,9","27,1","28,8","29,10","30,5","31,6","32,9","33,4","34,2","35,9","36,7"
"1,10","2,4","3,1","4,3","5,9","6,6","7,1","8,7","9,5","10,9","11,7","12,4","13,7","14,10","15,1","16,1","17,2","18,4","19,10","20,5","21,5","22,10","23,9","24,9","25,2","26,4","27,8","28,9","29,6","30,2","31,3","32,3","33,4","34,7","35,10","36,6"
"1,10","2,1","3,7","4,1","5,10","6,6","7,4","8,3","9,6","10,1","11,2","12,7","13,9","14,1","15,2","16,9","17,4","18,5","19,9","20,4","21,4","22,4","23,6","24,4","25,9","26,8","27,3","28,1","29,2","30,4","31,6","32,6","33,5","34,10","35,6","36,2"
"1,7","2,1","3,2","4,4","5,9","6,10","7,6","8,9","9,6","10,2","11,3","12,1","13,1","14,6","15,2","16,3","17,7","18,5","19,8","20,6","21,5","22,3","23,10","24,5","25,6","26,7","27,6","28,6","29,4","30,4","31,2","32,4","33,8","34,5","35,1","36,7"
"1,3","2,6","3,3","4,6","5,5","6,4","7,10","8,7","9,10","10,3","11,7","12,9","13,2","14,9","15,1","16,10","17,3","18,8","19,5","20,4","21,4","22,9","23,7","24,3","25,6","26,6","27,10","28,6","29,9","30,10","31,6","32,9","33,10","34,9","35,1","36,7"
