"1,8","2,1","3,7","4,8","5,8","6,1","7,8","8,2","9,9","10,3","11,7","12,3","13,5","14,2","15,1","16,7","17,1","18,6","19,8","20,9","21,7","22,2","23,1","24,8","25,3","26,5","27,2","28,9","29,8","30,2","31,1","32,10","33,10","34,6","35,9","36,9"
"1,10","2,5","3,8","4,7","5,4","6,7","7,1","8,4","9,7","10,10","11,2","12,7","13,2","14,1","15,10","16,6","17,9","18,2","19,2","20,10","21,7","22,10","23,2","24,3","25,10","26,7","27,9","28,5","29,3","30,1","31,3","32,8","33,6","34,5","35,9","36,3"
"1,1","2,8","3,6","4,2","5,4","6,5","7,10","8,4","9,4","10,8","11,9","12,3","13,1","14,1","15,9","16,4","17,8","18,9","19,10","20,10","21,4","22,3","23,6","24,8","25,2","26,10","27,2","28,3","29,4","30,4","31,1","32,3","33,2","34,8","35,1","36,7"
"1,2","2,2","3,9","4,5","5,10","6,7","7,3","8,10","9,2","10,5","11,4","12,10","13,5","14,4","15,3","16,1","17,3","18,5","19,3","20,9","21,1","22,8","23,5","24,6","25,10","26,6","27,10","28,1","29,9","30,9","31,8","32,1","33,6","34,10","35,3","36,6"
"1,9","2,5","3,1","4,10","5,3","6,3","7,5","8,4","9,6","10,10","11,2","12,7","13,6","14,6","15,1","16,2","17,3","18,4","19,3","20,5","21,7","22,2","23,5","24,4","25,10","26,5","27,8","28,5","29,5","30,3","31,3","32,3","33,1","34,5","35,2","36,2"
"1,10","2,6","3,9","4,8","5,9","6,4","7,5","8,10","9,4","10,10","11,1","12,7","13,10","14,4","15,8","16,1","17,10","18,4","19,8","20,1","21,3","22,10","23,2","24,3","25,1","26,9","27,2","28,1","29,10","30,10","31,6","32,6","33,3","34,4","35,6","36,1"
"1,9","2,6","3,9","4,2","5,7","6,6","7,3","8,5","9,5","10,5","11,3","12,7","13,2","14,8","15,1","16,10","17,6","18,4","19,7","20,9","21,8","22,5","23,4","24,5","25,2","26,10","27,1","28,9","29,10","30,7","31,10","32,6","33,5","34,9","35,8","36,9"
"1,4","2,6","3,5","4,6","5,10","6,8","7,3","8,6","9,4","10,1","11,1","12,2","13,1","14,1","15,5","16,2","17,4","18,8","19,7","20,4","21,8","22,9","23,4","24,3","25,5","26,2","27,6","28,9","29,1","30,4","31,9","32,4","33,4","34,2","35,5","36,1"
"1,10","2,1","3,2","4,3","5,3","6,2","7,6","8,8","9,4","10,1","11,7","12,3","13,10","14,9","15,3","16,3","17,1","18,9","19,9","20,4","21,4","22,5","23,9","24,5","25,3","26,10","27,8","28,4","29,9","30,1","31,3","32,4","33,3","34,6","35,6","36,8"
"1,7","2,5","3,8","4,7","5,1","6,3","7,5","8,7","9,7","10,7","11,3","12,6","13,2","14,8","15,6","16,3","17,6","18,9","19,1","20,6","21,1","22,3","23,3","24,7","25,5","26,3","27,7","28,2","29,6","30,2","31,4","32,3","33,9","34,1","35,6","36,10"
