"1,10","2,11","3,2","4,13","5,2","1,7","2,11","3,5","4,3","5,5","1,10","2,14","3,14","4,5","5,15","1,7","2,10","3,7","4,8","5,9","1,11","2,11","3,14","4,3","5,7"
"1,14","2,10","3,12","4,4","5,13","1,6","2,4","3,3","4,13","5,14","1,12","2,14","3,14","4,2","5,8","1,14","2,10","3,1","4,12","5,6","1,13","2,9","3,11","4,5","5,11"
"1,1","2,14","3,13","4,12","5,7","1,8","2,12","3,12","4,12","5,8","1,4","2,15","3,4","4,10","5,11","1,3","2,9","3,10","4,7","5,4","1,1","2,13","3,3","4,4","5,13"
"1,8","2,10","3,14","4,6","5,14","1,10","2,4","3,9","4,6","5,12","1,3","2,13","3,9","4,6","5,4","1,5","2,13","3,11","4,9","5,4","1,2","2,15","3,15","4,2","5,7"
"1,8","2,1","3,9","4,5","5,8","1,10","2,10","3,9","4,11","5,15","1,9","2,8","3,4","4,12","5,7","1,11","2,3","3,5","4,14","5,5","1,10","2,7","3,13","4,11","5,11"
"1,9","2,2","3,14","4,14","5,15","1,10","2,15","3,12","4,8","5,6","1,9","2,8","3,3","4,5","5,11","1,7","2,1","3,7","4,1","5,13","1,3","2,1","3,15","4,7","5,2"
"1,6","2,8","3,6","4,13","5,15","1,4","2,2","3,12","4,14","5,14","1,12","2,12","3,8","4,8","5,8","1,4","2,10","3,13","4,14","5,1","1,8","2,1","3,4","4,12","5,1"
"1,2","2,15","3,2","4,13","5,7","1,8","2,7","3,13","4,5","5,11","1,12","2,13","3,10","4,2","5,15","1,3","2,13","3,6","4,11","5,1","1,15","2,11","3,2","4,10","5,2"
"1,3","2,15","3,7","4,3","5,2","1,11","2,2","3,15","4,3","5,6","1,13","2,3","3,7","4,8","5,5","1,5","2,13","3,10","4,5","5,4","1,9","2,14","3,1","4,14","5,7"
"1,8","2,5","3,10","4,3","5,9","1,11","2,2","3,13","4,4","5,14","1,12","2,7","3,15","4,8","5,13","1,2","2,13","3,12","4,13","5,11","1,11","2,4","3,5","4,3","5,8"
"1,10","2,4","3,12","4,9","5,7","1,7","2,2","3,10","4,7","5,1","1,14","2,10","3,7","4,10","5,12","1,1","2,14","3,8","4,2","5,8","1,4","2,14","3,8","4,5","5,11"
"1,6","2,7","3,13","4,15","5,3","1,1","2,15","3,12","4,6","5,10","1,10","2,5","3,13","4,13","5,10","1,1","2,14","3,15","4,7","5,10","1,9","2,15","3,6","4,5","5,7"
