Problem 302: makespan = 234
Problem 303: makespan = 213
Problem 304: makespan = 217
Problem 305: makespan = 225
Problem 306: makespan = 226
Problem 307: makespan = 234
Problem 308: makespan = 240
Problem 309: makespan = 228
Problem 310: makespan = 233
Problem 311: makespan = 227
Problem 312: makespan = 234
Problem 313: makespan = 226
Problem 314: makespan = 246
Problem 315: makespan = 217
Problem 316: makespan = 235
Problem 317: makespan = 219
Problem 318: makespan = 239
Problem 319: makespan = 263
Problem 320: makespan = 224
Problem 321: makespan = 222
Problem 322: makespan = 233
Problem 323: makespan = 232
Problem 324: makespan = 243
Problem 325: makespan = 227
Problem 326: makespan = 219
Problem 327: makespan = 234
Problem 328: makespan = 241
Problem 329: makespan = 232
Problem 330: makespan = 224
Problem 331: makespan = 237
Problem 332: makespan = 243
Problem 333: makespan = 233
Problem 334: makespan = 219
Problem 335: makespan = 254
Problem 336: makespan = 222
Problem 337: makespan = 227
Problem 338: makespan = 242
Problem 339: makespan = 223
Problem 340: makespan = 237
Problem 341: makespan = 240
Problem 342: makespan = 231
Problem 343: makespan = 258
Problem 344: makespan = 235
Problem 345: makespan = 234
Problem 346: makespan = 254
Problem 347: makespan = 227
Problem 348: makespan = 228
Problem 349: makespan = 236
Problem 350: makespan = 245
Problem 351: makespan = 241
Problem 352: makespan = 226
Problem 353: makespan = 226
Problem 354: makespan = 230
Problem 355: makespan = 216
Problem 356: makespan = 245
Problem 357: makespan = 251
Problem 358: makespan = 228
Problem 359: makespan = 244
Problem 360: makespan = 240
Problem 361: makespan = 219
Problem 362: makespan = 218
Problem 363: makespan = 247
Problem 364: makespan = 228
Problem 365: makespan = 248
Problem 366: makespan = 229
Problem 367: makespan = 243
Problem 368: makespan = 223
Problem 369: makespan = 215
Problem 370: makespan = 236
Problem 371: makespan = 238
Problem 372: makespan = 247
Problem 373: makespan = 228
Problem 374: makespan = 221
Problem 375: makespan = 234
Problem 376: makespan = 229
Problem 377: makespan = 217
Problem 378: makespan = 227
Problem 379: makespan = 214
Problem 380: makespan = 257
Problem 381: makespan = 232
Problem 382: makespan = 223
Problem 383: makespan = 258
Problem 384: makespan = 244
Problem 385: makespan = 227
Problem 386: makespan = 203
Problem 387: makespan = 237
Problem 388: makespan = 269
Problem 389: makespan = 245
Problem 390: makespan = 222
Problem 391: makespan = 236
Problem 392: makespan = 224
Problem 393: makespan = 234
Problem 394: makespan = 228
Problem 395: makespan = 251
Problem 396: makespan = 221
Problem 397: makespan = 225
Problem 398: makespan = 227
Problem 399: makespan = 217
Problem 400: makespan = 257
