"1,3","2,9","1,2","2,6"
"1,7","2,8","1,6","2,2"
"1,7","2,3","1,8","2,9"
"1,1","2,1","1,1","2,2"
"1,3","2,10","1,4","2,6"
"1,4","2,1","1,7","2,6"
"1,10","2,6","1,10","2,1"
"1,10","2,2","1,5","2,6"
"1,6","2,6","1,10","2,6"
"1,3","2,2","1,10","2,2"
"1,7","2,2","1,4","2,6"
"1,3","2,10","1,7","2,4"
"1,1","2,4","1,1","2,7"
"1,8","2,1","1,7","2,7"
"1,8","2,9","1,5","2,3"
"1,6","2,9","1,4","2,2"
"1,3","2,6","1,7","2,7"
"1,4","2,6","1,5","2,4"
"1,1","2,8","1,8","2,2"
"1,10","2,8","1,1","2,6"
"1,3","2,8","1,2","2,2"
"1,7","2,8","1,4","2,4"
"1,2","2,8","1,1","2,10"
"1,5","2,8","1,6","2,3"
"1,1","2,8","1,9","2,5"
"1,5","2,1","1,10","2,4"
"1,9","2,9","1,8","2,7"
"1,4","2,4","1,5","2,5"
"1,9","2,6","1,1","2,4"
"1,9","2,8","1,4","2,6"
"1,5","2,1","1,2","2,2"
"1,10","2,4","1,2","2,2"
"1,1","2,10","1,4","2,8"
"1,1","2,1","1,6","2,7"
"1,4","2,6","1,6","2,1"
"1,8","2,7","1,3","2,7"
