"1,4","2,4","3,1","4,9","5,5","6,10","7,8","8,1","9,10","10,6","11,6","12,8","13,1","14,2","15,4","16,3","17,3","18,4","19,10","20,4","21,9","22,3","23,4","24,9","25,8","26,6","27,6","28,9","29,7","30,10","31,8","32,3","33,2","34,3","35,10","36,1"
"1,9","2,8","3,9","4,5","5,8","6,6","7,7","8,7","9,6","10,7","11,6","12,9","13,7","14,9","15,5","16,3","17,8","18,9","19,5","20,4","21,4","22,3","23,9","24,1","25,2","26,1","27,9","28,6","29,10","30,8","31,5","32,10","33,6","34,9","35,3","36,6"
"1,5","2,5","3,7","4,7","5,9","6,8","7,10","8,10","9,2","10,9","11,4","12,5","13,8","14,3","15,5","16,9","17,4","18,9","19,7","20,4","21,9","22,6","23,3","24,6","25,5","26,8","27,9","28,1","29,10","30,7","31,6","32,1","33,5","34,2","35,2","36,6"
"1,6","2,1","3,8","4,4","5,9","6,9","7,2","8,7","9,1","10,10","11,1","12,9","13,10","14,8","15,10","16,6","17,5","18,4","19,3","20,9","21,8","22,1","23,6","24,2","25,2","26,1","27,2","28,4","29,4","30,10","31,6","32,10","33,10","34,9","35,4","36,9"
"1,6","2,5","3,8","4,1","5,9","6,5","7,1","8,5","9,8","10,10","11,2","12,9","13,6","14,2","15,6","16,8","17,10","18,1","19,2","20,5","21,6","22,9","23,8","24,7","25,4","26,2","27,8","28,5","29,1","30,7","31,7","32,9","33,4","34,8","35,9","36,2"
"1,6","2,8","3,3","4,5","5,2","6,9","7,5","8,2","9,5","10,9","11,10","12,6","13,10","14,8","15,1","16,2","17,5","18,5","19,9","20,5","21,7","22,2","23,2","24,5","25,9","26,7","27,5","28,7","29,5","30,5","31,1","32,1","33,3","34,5","35,2","36,4"
"1,9","2,2","3,8","4,5","5,6","6,1","7,5","8,1","9,8","10,1","11,1","12,4","13,1","14,9","15,2","16,10","17,7","18,9","19,1","20,2","21,5","22,7","23,5","24,7","25,8","26,6","27,4","28,4","29,6","30,8","31,4","32,1","33,10","34,5","35,9","36,9"
"1,2","2,7","3,3","4,1","5,6","6,6","7,6","8,2","9,6","10,6","11,7","12,2","13,6","14,7","15,5","16,10","17,2","18,6","19,8","20,10","21,5","22,1","23,6","24,2","25,9","26,2","27,6","28,8","29,8","30,10","31,6","32,6","33,2","34,3","35,6","36,6"
"1,6","2,4","3,10","4,4","5,1","6,1","7,1","8,9","9,7","10,7","11,9","12,10","13,5","14,10","15,5","16,8","17,4","18,10","19,6","20,6","21,9","22,6","23,2","24,2","25,7","26,8","27,3","28,9","29,8","30,8","31,10","32,9","33,10","34,4","35,5","36,8"
"1,10","2,6","3,8","4,3","5,7","6,4","7,8","8,5","9,10","10,6","11,5","12,8","13,9","14,4","15,8","16,4","17,3","18,1","19,1","20,8","21,8","22,8","23,3","24,10","25,2","26,8","27,5","28,5","29,2","30,3","31,8","32,5","33,4","34,7","35,10","36,4"
"1,2","2,1","3,5","4,7","5,3","6,7","7,3","8,7","9,9","10,7","11,1","12,1","13,10","14,8","15,2","16,2","17,10","18,1","19,8","20,2","21,2","22,1","23,3","24,6","25,1","26,3","27,3","28,8","29,3","30,6","31,1","32,5","33,9","34,4","35,7","36,9"
"1,6","2,8","3,5","4,10","5,10","6,7","7,10","8,6","9,8","10,8","11,7","12,8","13,10","14,9","15,7","16,5","17,6","18,8","19,10","20,4","21,3","22,7","23,8","24,4","25,8","26,2","27,3","28,4","29,3","30,8","31,8","32,7","33,1","34,2","35,4","36,1"
"1,5","2,2","3,1","4,4","5,3","6,2","7,3","8,7","9,3","10,4","11,9","12,5","13,1","14,8","15,8","16,10","17,6","18,1","19,10","20,5","21,1","22,8","23,4","24,8","25,8","26,1","27,7","28,8","29,1","30,7","31,3","32,9","33,5","34,1","35,4","36,10"
"1,2","2,1","3,4","4,10","5,7","6,5","7,5","8,2","9,7","10,1","11,6","12,2","13,3","14,1","15,1","16,4","17,10","18,2","19,7","20,10","21,7","22,6","23,2","24,7","25,1","26,9","27,10","28,2","29,5","30,4","31,6","32,6","33,10","34,3","35,9","36,9"
"1,1","2,8","3,5","4,2","5,9","6,1","7,3","8,9","9,4","10,8","11,9","12,2","13,10","14,2","15,1","16,8","17,5","18,4","19,4","20,4","21,7","22,6","23,7","24,2","25,10","26,5","27,4","28,3","29,5","30,6","31,5","32,5","33,2","34,5","35,6","36,5"
"1,5","2,3","3,1","4,1","5,3","6,9","7,9","8,4","9,1","10,8","11,8","12,6","13,5","14,8","15,2","16,4","17,2","18,5","19,10","20,5","21,4","22,2","23,9","24,8","25,4","26,4","27,3","28,5","29,10","30,2","31,6","32,8","33,3","34,10","35,6","36,1"
"1,3","2,4","3,5","4,5","5,8","6,6","7,9","8,7","9,5","10,7","11,10","12,4","13,5","14,3","15,1","16,3","17,8","18,1","19,10","20,10","21,3","22,10","23,5","24,8","25,5","26,7","27,7","28,6","29,2","30,10","31,7","32,2","33,4","34,8","35,3","36,2"
"1,7","2,4","3,7","4,6","5,4","6,8","7,7","8,6","9,8","10,10","11,5","12,7","13,4","14,8","15,5","16,10","17,6","18,1","19,8","20,3","21,9","22,10","23,6","24,7","25,5","26,1","27,6","28,3","29,10","30,10","31,3","32,1","33,5","34,9","35,9","36,9"
"1,9","2,1","3,2","4,1","5,1","6,4","7,1","8,6","9,9","10,6","11,4","12,2","13,10","14,5","15,5","16,6","17,4","18,2","19,2","20,8","21,9","22,7","23,1","24,7","25,1","26,6","27,1","28,5","29,10","30,8","31,6","32,9","33,6","34,6","35,8","36,9"
"1,2","2,7","3,7","4,7","5,5","6,1","7,10","8,3","9,3","10,2","11,10","12,10","13,6","14,1","15,7","16,2","17,8","18,8","19,3","20,2","21,10","22,5","23,2","24,8","25,3","26,5","27,3","28,1","29,8","30,5","31,2","32,3","33,4","34,4","35,3","36,9"
"1,2","2,10","3,7","4,2","5,6","6,7","7,2","8,6","9,3","10,2","11,7","12,1","13,4","14,5","15,1","16,1","17,2","18,6","19,4","20,5","21,9","22,3","23,6","24,2","25,4","26,9","27,2","28,9","29,1","30,8","31,10","32,5","33,7","34,1","35,4","36,1"
"1,10","2,9","3,10","4,4","5,8","6,2","7,3","8,9","9,10","10,1","11,10","12,10","13,4","14,1","15,9","16,2","17,10","18,7","19,4","20,1","21,5","22,6","23,8","24,5","25,4","26,2","27,4","28,4","29,9","30,5","31,9","32,6","33,5","34,10","35,10","36,10"
"1,4","2,1","3,7","4,4","5,5","6,6","7,7","8,2","9,6","10,9","11,10","12,4","13,4","14,7","15,9","16,1","17,1","18,7","19,8","20,10","21,4","22,2","23,3","24,7","25,4","26,5","27,6","28,4","29,7","30,6","31,1","32,7","33,3","34,5","35,5","36,7"
"1,4","2,9","3,3","4,7","5,4","6,4","7,6","8,10","9,7","10,3","11,5","12,6","13,3","14,2","15,4","16,9","17,7","18,10","19,3","20,10","21,3","22,10","23,6","24,1","25,2","26,2","27,7","28,3","29,4","30,2","31,1","32,7","33,2","34,7","35,4","36,9"
"1,2","2,8","3,9","4,10","5,4","6,7","7,8","8,8","9,2","10,10","11,6","12,8","13,9","14,5","15,2","16,9","17,10","18,9","19,5","20,8","21,2","22,6","23,8","24,6","25,2","26,10","27,8","28,6","29,9","30,9","31,10","32,10","33,6","34,3","35,6","36,6"
"1,4","2,6","3,4","4,2","5,9","6,3","7,3","8,3","9,1","10,10","11,10","12,1","13,1","14,2","15,2","16,2","17,9","18,1","19,9","20,9","21,7","22,7","23,7","24,7","25,3","26,9","27,6","28,3","29,1","30,7","31,5","32,7","33,4","34,3","35,9","36,5"
"1,1","2,1","3,10","4,1","5,9","6,6","7,6","8,6","9,3","10,2","11,1","12,2","13,8","14,1","15,6","16,4","17,6","18,2","19,4","20,10","21,1","22,2","23,10","24,3","25,7","26,4","27,3","28,2","29,5","30,10","31,8","32,3","33,8","34,8","35,8","36,10"
"1,1","2,6","3,10","4,1","5,6","6,8","7,3","8,6","9,8","10,10","11,1","12,6","13,6","14,7","15,5","16,9","17,6","18,7","19,1","20,1","21,10","22,3","23,2","24,1","25,4","26,6","27,5","28,6","29,4","30,9","31,10","32,5","33,1","34,10","35,10","36,9"
"1,10","2,5","3,7","4,10","5,5","6,8","7,5","8,3","9,10","10,10","11,6","12,8","13,10","14,7","15,3","16,3","17,5","18,7","19,5","20,7","21,10","22,10","23,1","24,6","25,3","26,10","27,3","28,2","29,7","30,8","31,10","32,8","33,10","34,4","35,5","36,6"
"1,7","2,5","3,4","4,4","5,6","6,10","7,1","8,8","9,4","10,7","11,3","12,10","13,9","14,8","15,1","16,3","17,7","18,5","19,7","20,8","21,1","22,9","23,6","24,5","25,7","26,7","27,3","28,7","29,10","30,3","31,5","32,4","33,4","34,10","35,6","36,5"
"1,5","2,4","3,7","4,5","5,10","6,3","7,8","8,3","9,2","10,4","11,6","12,3","13,10","14,10","15,9","16,8","17,1","18,4","19,9","20,4","21,8","22,6","23,4","24,8","25,8","26,9","27,5","28,9","29,10","30,8","31,10","32,4","33,1","34,10","35,5","36,5"
"1,4","2,10","3,2","4,10","5,10","6,10","7,9","8,5","9,2","10,4","11,3","12,5","13,10","14,5","15,7","16,2","17,3","18,4","19,6","20,1","21,1","22,3","23,2","24,8","25,7","26,1","27,7","28,5","29,7","30,2","31,10","32,10","33,4","34,7","35,8","36,2"
"1,6","2,2","3,10","4,1","5,1","6,2","7,10","8,4","9,5","10,10","11,3","12,6","13,8","14,2","15,9","16,8","17,9","18,4","19,9","20,10","21,10","22,3","23,7","24,9","25,4","26,7","27,1","28,1","29,2","30,5","31,8","32,5","33,10","34,8","35,10","36,9"
"1,3","2,7","3,6","4,5","5,8","6,6","7,7","8,10","9,7","10,1","11,6","12,5","13,2","14,3","15,7","16,5","17,10","18,9","19,5","20,1","21,9","22,3","23,3","24,9","25,2","26,5","27,7","28,7","29,6","30,10","31,10","32,1","33,3","34,1","35,4","36,1"
"1,7","2,5","3,6","4,6","5,5","6,1","7,2","8,6","9,10","10,8","11,6","12,10","13,10","14,6","15,6","16,2","17,10","18,10","19,10","20,8","21,5","22,1","23,4","24,6","25,1","26,8","27,5","28,7","29,3","30,6","31,6","32,6","33,4","34,2","35,8","36,8"
"1,9","2,3","3,3","4,2","5,1","6,9","7,10","8,1","9,6","10,2","11,8","12,7","13,8","14,3","15,3","16,1","17,5","18,3","19,8","20,7","21,3","22,2","23,6","24,3","25,2","26,5","27,6","28,2","29,10","30,4","31,5","32,8","33,8","34,3","35,9","36,5"
