"1,1","2,5","3,14","4,2","5,2","1,14","2,7","3,9","4,11","5,2","1,9","2,7","3,8","4,7","5,4","1,1","2,12","3,5","4,2","5,1","1,10","2,4","3,6","4,3","5,2"
"1,12","2,3","3,1","4,13","5,5","1,13","2,5","3,4","4,11","5,7","1,3","2,10","3,14","4,15","5,7","1,13","2,4","3,15","4,7","5,1","1,14","2,2","3,9","4,2","5,1"
"1,6","2,7","3,6","4,6","5,15","1,9","2,14","3,2","4,7","5,13","1,8","2,12","3,1","4,3","5,2","1,5","2,6","3,10","4,13","5,2","1,4","2,15","3,15","4,1","5,10"
"1,14","2,13","3,11","4,8","5,7","1,2","2,12","3,1","4,10","5,6","1,1","2,9","3,10","4,6","5,12","1,7","2,3","3,9","4,12","5,8","1,4","2,15","3,12","4,14","5,7"
"1,7","2,11","3,1","4,7","5,3","1,12","2,7","3,1","4,15","5,6","1,3","2,14","3,13","4,7","5,4","1,6","2,15","3,15","4,13","5,6","1,8","2,8","3,11","4,5","5,7"
"1,15","2,4","3,11","4,2","5,7","1,5","2,15","3,12","4,13","5,11","1,8","2,5","3,15","4,8","5,3","1,2","2,6","3,12","4,1","5,13","1,12","2,10","3,8","4,12","5,4"
"1,13","2,3","3,4","4,10","5,12","1,15","2,3","3,8","4,1","5,4","1,11","2,6","3,13","4,5","5,15","1,5","2,15","3,2","4,6","5,5","1,12","2,10","3,10","4,4","5,8"
"1,1","2,6","3,9","4,13","5,8","1,7","2,10","3,2","4,3","5,11","1,1","2,13","3,4","4,3","5,13","1,13","2,4","3,13","4,4","5,7","1,13","2,8","3,6","4,12","5,2"
"1,2","2,4","3,14","4,4","5,9","1,14","2,6","3,6","4,9","5,11","1,11","2,13","3,2","4,5","5,2","1,1","2,14","3,14","4,6","5,10","1,12","2,11","3,3","4,10","5,7"
"1,3","2,4","3,15","4,2","5,14","1,11","2,15","3,2","4,5","5,11","1,12","2,9","3,9","4,9","5,10","1,1","2,5","3,2","4,8","5,1","1,12","2,14","3,5","4,11","5,9"
"1,3","2,4","3,14","4,11","5,1","1,4","2,5","3,5","4,4","5,2","1,14","2,11","3,10","4,7","5,1","1,7","2,14","3,4","4,1","5,8","1,13","2,8","3,1","4,8","5,8"
"1,15","2,10","3,11","4,3","5,15","1,12","2,8","3,4","4,3","5,8","1,10","2,1","3,13","4,5","5,6","1,15","2,5","3,9","4,1","5,11","1,3","2,4","3,14","4,7","5,4"
