"1,5","2,2","3,4","4,13","5,15","1,5","2,13","3,3","4,15","5,15","1,4","2,10","3,13","4,11","5,10","1,12","2,10","3,4","4,10","5,9","1,9","2,7","3,3","4,11","5,14"
"1,8","2,6","3,2","4,11","5,12","1,9","2,14","3,14","4,3","5,5","1,3","2,10","3,9","4,8","5,2","1,3","2,2","3,13","4,3","5,8","1,9","2,10","3,10","4,15","5,15"
"1,14","2,1","3,2","4,6","5,3","1,3","2,14","3,9","4,10","5,7","1,8","2,10","3,7","4,8","5,3","1,4","2,10","3,15","4,8","5,3","1,13","2,8","3,11","4,3","5,7"
"1,2","2,12","3,1","4,15","5,7","1,7","2,4","3,7","4,1","5,3","1,14","2,11","3,8","4,6","5,7","1,11","2,11","3,4","4,6","5,4","1,11","2,2","3,15","4,13","5,12"
"1,6","2,1","3,1","4,3","5,4","1,8","2,3","3,14","4,6","5,10","1,4","2,4","3,14","4,1","5,12","1,4","2,1","3,5","4,6","5,2","1,8","2,4","3,10","4,11","5,15"
"1,5","2,2","3,11","4,6","5,1","1,3","2,3","3,11","4,13","5,4","1,9","2,15","3,10","4,11","5,7","1,12","2,14","3,15","4,6","5,6","1,4","2,14","3,3","4,14","5,2"
"1,12","2,7","3,10","4,7","5,13","1,11","2,8","3,6","4,14","5,7","1,13","2,8","3,7","4,12","5,13","1,13","2,3","3,10","4,14","5,11","1,15","2,15","3,1","4,15","5,13"
"1,6","2,4","3,2","4,10","5,12","1,8","2,2","3,5","4,10","5,3","1,10","2,12","3,5","4,15","5,4","1,6","2,13","3,3","4,8","5,15","1,13","2,7","3,6","4,9","5,4"
"1,3","2,11","3,11","4,5","5,9","1,4","2,8","3,4","4,12","5,3","1,12","2,3","3,9","4,3","5,5","1,15","2,10","3,2","4,9","5,1","1,2","2,8","3,5","4,2","5,8"
"1,12","2,14","3,7","4,15","5,2","1,5","2,12","3,5","4,8","5,1","1,7","2,9","3,3","4,6","5,14","1,9","2,5","3,11","4,1","5,14","1,6","2,4","3,1","4,8","5,13"
"1,2","2,2","3,13","4,12","5,7","1,15","2,9","3,4","4,15","5,14","1,14","2,1","3,11","4,6","5,8","1,13","2,10","3,14","4,3","5,5","1,2","2,12","3,2","4,12","5,3"
"1,11","2,13","3,6","4,6","5,6","1,5","2,9","3,12","4,7","5,11","1,11","2,12","3,10","4,11","5,2","1,7","2,1","3,9","4,7","5,14","1,10","2,4","3,13","4,13","5,8"
