"1,10","2,8","1,6","2,10"
"1,7","2,9","1,8","2,5"
"1,7","2,4","1,8","2,7"
"1,5","2,1","1,1","2,10"
"1,9","2,10","1,10","2,5"
"1,5","2,3","1,1","2,7"
"1,1","2,5","1,10","2,8"
"1,5","2,1","1,8","2,9"
"1,1","2,3","1,5","2,10"
"1,5","2,3","1,2","2,10"
"1,10","2,10","1,8","2,9"
"1,1","2,5","1,5","2,4"
"1,9","2,4","1,2","2,5"
"1,2","2,2","1,9","2,8"
"1,5","2,3","1,1","2,9"
"1,5","2,8","1,1","2,7"
"1,10","2,8","1,6","2,3"
"1,10","2,7","1,2","2,3"
"1,4","2,9","1,3","2,8"
"1,8","2,3","1,5","2,3"
"1,10","2,10","1,7","2,3"
"1,5","2,8","1,1","2,1"
"1,9","2,8","1,7","2,5"
"1,3","2,10","1,6","2,4"
"1,4","2,9","1,4","2,8"
"1,10","2,4","1,5","2,8"
"1,10","2,9","1,10","2,4"
"1,1","2,9","1,2","2,5"
"1,3","2,3","1,9","2,4"
"1,5","2,2","1,1","2,1"
"1,1","2,5","1,4","2,1"
"1,2","2,5","1,4","2,7"
"1,3","2,7","1,7","2,1"
"1,3","2,10","1,3","2,10"
"1,10","2,4","1,4","2,10"
"1,7","2,1","1,2","2,1"
