Problem 1: Total makespan = 99
Problem 2: Total makespan = 87
Problem 3: Total makespan = 84
Problem 4: Total makespan = 88
Problem 5: Total makespan = 87
Problem 6: Total makespan = 86
Problem 7: Total makespan = 88
Problem 8: Total makespan = 87
Problem 9: Total makespan = 86
Problem 10: Total makespan = 84
Problem 11: Total makespan = 84
Problem 12: Total makespan = 84
Problem 13: Total makespan = 88
Problem 14: Total makespan = 86
Problem 15: Total makespan = 83
Problem 16: Total makespan = 84
Problem 17: Total makespan = 80
Problem 18: Total makespan = 85
Problem 19: Total makespan = 92
Problem 20: Total makespan = 103
Problem 21: Total makespan = 91
Problem 22: Total makespan = 84
Problem 23: Total makespan = 80
Problem 24: Total makespan = 84
Problem 25: Total makespan = 86
Problem 26: Total makespan = 86
Problem 27: Total makespan = 85
Problem 28: Total makespan = 85
Problem 29: Total makespan = 89
Problem 30: Total makespan = 92
Problem 31: Total makespan = 81
Problem 32: Total makespan = 89
Problem 33: Total makespan = 82
Problem 34: Total makespan = 80
Problem 35: Total makespan = 94
Problem 36: Total makespan = 91
Problem 37: Total makespan = 84
Problem 38: Total makespan = 89
Problem 39: Total makespan = 86
Problem 40: Total makespan = 79
Problem 41: Total makespan = 86
Problem 42: Total makespan = 83
Problem 43: Total makespan = 89
Problem 44: Total makespan = 84
Problem 45: Total makespan = 83
Problem 46: Total makespan = 87
Problem 47: Total makespan = 81
Problem 48: Total makespan = 96
Problem 49: Total makespan = 77
Problem 50: Total makespan = 93
Problem 51: Total makespan = 86
Problem 52: Total makespan = 82
Problem 53: Total makespan = 83
Problem 54: Total makespan = 93
Problem 55: Total makespan = 87
Problem 56: Total makespan = 81
Problem 57: Total makespan = 82
Problem 58: Total makespan = 85
Problem 59: Total makespan = 84
Problem 60: Total makespan = 84
Problem 61: Total makespan = 90
Problem 62: Total makespan = 84
Problem 63: Total makespan = 84
Problem 64: Total makespan = 89
Problem 65: Total makespan = 82
Problem 66: Total makespan = 82
Problem 67: Total makespan = 91
Problem 68: Total makespan = 83
Problem 69: Total makespan = 87
Problem 70: Total makespan = 90
Problem 71: Total makespan = 94
Problem 72: Total makespan = 87
Problem 73: Total makespan = 89
Problem 74: Total makespan = 88
Problem 75: Total makespan = 84
Problem 76: Total makespan = 81
Problem 77: Total makespan = 95
Problem 78: Total makespan = 85
Problem 79: Total makespan = 79
Problem 80: Total makespan = 89
Problem 81: Total makespan = 84
Problem 82: Total makespan = 88
Problem 83: Total makespan = 86
Problem 84: Total makespan = 93
Problem 85: Total makespan = 94
Problem 86: Total makespan = 83
Problem 87: Total makespan = 85
Problem 88: Total makespan = 88
Problem 89: Total makespan = 86
Problem 90: Total makespan = 92
Problem 91: Total makespan = 86
Problem 92: Total makespan = 80
Problem 93: Total makespan = 83
Problem 94: Total makespan = 83
Problem 95: Total makespan = 95
Problem 96: Total makespan = 90
Problem 97: Total makespan = 92
Problem 98: Total makespan = 94
Problem 99: Total makespan = 91
Problem 100: Total makespan = 87
