"1,2","2,14","3,1","4,4","5,7","1,2","2,2","3,9","4,15","5,15","1,14","2,14","3,13","4,1","5,5","1,12","2,10","3,10","4,2","5,13","1,3","2,15","3,5","4,6","5,5"
"1,14","2,8","3,6","4,15","5,6","1,4","2,7","3,6","4,12","5,15","1,12","2,1","3,4","4,9","5,13","1,11","2,14","3,5","4,13","5,4","1,5","2,15","3,5","4,5","5,14"
"1,3","2,14","3,7","4,12","5,5","1,3","2,6","3,14","4,12","5,12","1,7","2,4","3,7","4,1","5,4","1,14","2,12","3,1","4,8","5,2","1,8","2,6","3,13","4,13","5,8"
"1,15","2,2","3,5","4,7","5,8","1,15","2,7","3,5","4,8","5,9","1,11","2,11","3,6","4,8","5,6","1,9","2,15","3,9","4,5","5,4","1,5","2,4","3,8","4,1","5,1"
"1,7","2,13","3,12","4,14","5,1","1,10","2,15","3,3","4,8","5,11","1,13","2,13","3,3","4,3","5,7","1,5","2,2","3,7","4,15","5,8","1,8","2,7","3,12","4,15","5,14"
"1,12","2,14","3,7","4,10","5,14","1,10","2,4","3,5","4,11","5,6","1,12","2,5","3,7","4,14","5,10","1,8","2,13","3,6","4,3","5,3","1,4","2,9","3,4","4,13","5,15"
"1,6","2,7","3,5","4,6","5,14","1,3","2,14","3,10","4,15","5,9","1,13","2,5","3,3","4,1","5,9","1,8","2,13","3,8","4,2","5,1","1,8","2,15","3,12","4,1","5,2"
"1,2","2,7","3,11","4,3","5,6","1,4","2,2","3,7","4,5","5,4","1,3","2,7","3,11","4,14","5,6","1,6","2,10","3,5","4,10","5,13","1,5","2,3","3,14","4,10","5,7"
"1,3","2,8","3,14","4,8","5,13","1,4","2,13","3,1","4,7","5,7","1,1","2,3","3,9","4,15","5,12","1,6","2,14","3,8","4,3","5,3","1,13","2,12","3,5","4,2","5,9"
"1,10","2,7","3,9","4,1","5,2","1,6","2,8","3,11","4,9","5,9","1,8","2,11","3,4","4,13","5,4","1,1","2,13","3,9","4,13","5,10","1,6","2,7","3,5","4,9","5,8"
"1,15","2,8","3,8","4,3","5,1","1,6","2,10","3,2","4,1","5,6","1,9","2,15","3,12","4,9","5,14","1,7","2,11","3,3","4,14","5,9","1,13","2,13","3,8","4,15","5,5"
"1,15","2,7","3,11","4,8","5,3","1,3","2,1","3,3","4,4","5,5","1,7","2,1","3,11","4,10","5,11","1,14","2,9","3,1","4,15","5,1","1,6","2,4","3,11","4,2","5,11"
