"1,7","2,14","3,15","4,6","5,9","1,3","2,15","3,1","4,10","5,3","1,5","2,6","3,2","4,6","5,3","1,9","2,12","3,8","4,8","5,13","1,15","2,11","3,2","4,14","5,7"
"1,6","2,8","3,9","4,5","5,9","1,4","2,3","3,10","4,2","5,1","1,9","2,2","3,14","4,6","5,15","1,5","2,5","3,10","4,13","5,4","1,11","2,6","3,13","4,6","5,1"
"1,13","2,7","3,13","4,12","5,2","1,3","2,11","3,3","4,3","5,14","1,12","2,10","3,2","4,6","5,3","1,14","2,10","3,1","4,15","5,11","1,3","2,14","3,15","4,9","5,8"
"1,9","2,7","3,10","4,3","5,1","1,10","2,11","3,1","4,13","5,5","1,5","2,10","3,13","4,1","5,9","1,6","2,4","3,12","4,13","5,7","1,10","2,2","3,2","4,7","5,4"
"1,13","2,13","3,13","4,8","5,2","1,12","2,4","3,3","4,13","5,7","1,8","2,14","3,14","4,2","5,5","1,8","2,6","3,3","4,2","5,1","1,10","2,13","3,1","4,14","5,13"
"1,4","2,11","3,15","4,15","5,9","1,2","2,15","3,4","4,7","5,14","1,9","2,9","3,15","4,9","5,5","1,4","2,7","3,14","4,8","5,11","1,4","2,3","3,12","4,1","5,12"
"1,12","2,8","3,11","4,5","5,14","1,13","2,4","3,4","4,5","5,11","1,3","2,10","3,2","4,15","5,12","1,14","2,2","3,14","4,9","5,11","1,1","2,13","3,2","4,4","5,6"
"1,2","2,13","3,3","4,12","5,2","1,8","2,15","3,2","4,7","5,11","1,13","2,3","3,2","4,6","5,2","1,9","2,15","3,5","4,8","5,7","1,3","2,15","3,9","4,9","5,15"
"1,6","2,1","3,6","4,5","5,7","1,9","2,12","3,4","4,1","5,10","1,13","2,9","3,9","4,7","5,4","1,14","2,9","3,8","4,1","5,15","1,7","2,5","3,14","4,14","5,1"
"1,12","2,6","3,13","4,2","5,7","1,1","2,9","3,10","4,1","5,5","1,5","2,1","3,2","4,9","5,7","1,1","2,5","3,6","4,8","5,10","1,5","2,1","3,5","4,14","5,8"
"1,9","2,9","3,1","4,15","5,7","1,3","2,1","3,12","4,13","5,5","1,10","2,9","3,14","4,7","5,13","1,5","2,9","3,14","4,1","5,14","1,1","2,4","3,15","4,7","5,13"
"1,10","2,6","3,8","4,7","5,5","1,11","2,1","3,15","4,5","5,5","1,4","2,6","3,13","4,8","5,2","1,6","2,6","3,13","4,5","5,4","1,1","2,9","3,8","4,4","5,1"
