"1,6","2,14","3,9","4,7","5,10","1,6","2,1","3,5","4,10","5,2","1,3","2,8","3,2","4,6","5,10","1,12","2,1","3,7","4,15","5,4","1,6","2,4","3,11","4,7","5,3"
"1,12","2,10","3,3","4,4","5,6","1,10","2,11","3,8","4,8","5,10","1,13","2,10","3,10","4,6","5,4","1,7","2,1","3,7","4,9","5,4","1,4","2,5","3,6","4,1","5,7"
"1,14","2,3","3,10","4,11","5,8","1,11","2,9","3,9","4,3","5,4","1,6","2,7","3,3","4,3","5,9","1,3","2,12","3,2","4,11","5,3","1,1","2,9","3,3","4,2","5,12"
"1,9","2,9","3,2","4,2","5,1","1,6","2,10","3,14","4,4","5,9","1,13","2,15","3,2","4,12","5,1","1,4","2,3","3,3","4,11","5,9","1,12","2,7","3,15","4,2","5,8"
"1,10","2,1","3,15","4,5","5,13","1,14","2,7","3,10","4,1","5,11","1,9","2,4","3,2","4,8","5,12","1,9","2,1","3,5","4,12","5,2","1,8","2,3","3,15","4,14","5,2"
"1,5","2,8","3,6","4,9","5,14","1,4","2,8","3,9","4,7","5,15","1,1","2,6","3,6","4,3","5,4","1,6","2,10","3,6","4,2","5,9","1,7","2,15","3,8","4,6","5,2"
"1,1","2,12","3,6","4,2","5,14","1,13","2,8","3,11","4,10","5,9","1,14","2,6","3,5","4,4","5,2","1,15","2,11","3,1","4,10","5,13","1,7","2,8","3,4","4,14","5,9"
"1,11","2,11","3,14","4,5","5,1","1,4","2,6","3,14","4,13","5,1","1,15","2,7","3,12","4,8","5,9","1,9","2,6","3,2","4,6","5,4","1,11","2,3","3,9","4,3","5,10"
"1,15","2,3","3,8","4,6","5,9","1,2","2,6","3,11","4,9","5,1","1,7","2,3","3,4","4,14","5,11","1,7","2,8","3,12","4,2","5,8","1,11","2,12","3,10","4,7","5,13"
"1,2","2,1","3,11","4,3","5,1","1,8","2,9","3,4","4,9","5,13","1,13","2,12","3,3","4,8","5,5","1,2","2,14","3,4","4,10","5,4","1,8","2,15","3,9","4,15","5,5"
"1,11","2,4","3,11","4,14","5,14","1,10","2,3","3,14","4,7","5,14","1,1","2,4","3,5","4,9","5,8","1,2","2,13","3,9","4,8","5,11","1,5","2,8","3,2","4,14","5,2"
"1,6","2,6","3,9","4,15","5,8","1,3","2,14","3,11","4,13","5,8","1,11","2,10","3,7","4,10","5,15","1,13","2,10","3,10","4,2","5,14","1,11","2,11","3,15","4,2","5,13"
